OBJECTID,MUSYM,MUKEY,SS_AREA,MUSYM_AREA,SLOPE,musym_1,muname,mukind,mustatus,muacres,mapunitlfw_l,mapunitlfw_r,mapunitlfw_h,mapunitpfa_l,mapunitpfa_r,mapunitpfa_h,farmlndcl,muhelcl,muwathelcl,muwndhelcl,interpfocus,invesintens,iacornsr,nhiforsoigrp,nhspiagr,vtsepticsyscl,mucertstat,lkey,Shape_Length,Shape_Area
1,51A,789909,HHEA,51A_HHEA,A,51A,"Swansea muck, 0 to 1 percent slopes",Consociation,,1764,,,,,,,Farmland of unique importance,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,1235.803824,27780.35977
2,316B,789884,HHEA,316B_HHEA,B,316B,"Scituate fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,2280,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,555.918786,17228.74675
3,260B,789907,HHEA,260B_HHEA,B,260B,"Sudbury fine sandy loam, 3 to 8 percent slopes",Consociation,,586,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1020.574032,54028.63609
4,421C,789700,HHEA,421C_HHEA,C,421C,"Canton fine sandy loam, 8 to 15 percent slopes, very stony",Consociation,,645,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,1082.858568,37669.28254
5,52A,789758,HHEA,52A_HHEA,A,52A,"Freetown muck, 0 to 1 percent slopes",Consociation,,3706,,,,,,,Farmland of unique importance,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,915.1256637,40490.39288
6,316B,789884,HHEA,316B_HHEA,B,316B,"Scituate fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,2280,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1143.506597,30690.96426
7,441B,789765,HHEA,441B_HHEA,B,441B,"Gloucester gravelly fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,668,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,645.4035637,20648.69544
8,440B,789763,HHEA,440B_HHEA,B,440B,"Gloucester gravelly fine sandy loam, 3 to 8 percent slopes",Consociation,,263,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,354.9221867,7937.586677
9,254C,789809,HHEA,254C_HHEA,C,254C,"Merrimac sandy loam, 8 to 15 percent slopes",Consociation,,676,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,490.0670495,9409.025958
10,52A,789758,HHEA,52A_HHEA,A,52A,"Freetown muck, 0 to 1 percent slopes",Consociation,,3706,,,,,,,Farmland of unique importance,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,598.0112835,20554.58486
11,306B,789832,HHEA,306B_HHEA,B,306B,"Paxton fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,253,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1709.093339,133609.4638
12,254B,789804,HHEA,254B_HHEA,B,254B,"Merrimac sandy loam, 3 to 8 percent slopes",Consociation,,1759,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,5451.294059,227479.7205
13,311B,789931,HHEA,311B_HHEA,B,311B,"Woodbridge fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,432,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1864.612254,71299.79328
14,315B,789876,HHEA,315B_HHEA,B,315B,"Scituate fine sandy loam, 3 to 8 percent slopes",Consociation,,1269,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,960.5496912,38592.66332
15,305B,789828,HHEA,305B_HHEA,B,305B,"Paxton fine sandy loam, 3 to 8 percent slopes",Consociation,,346,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,851.4114742,33168.00835
16,421B,789699,HHEA,421B_HHEA,B,421B,"Canton fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,1154,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1314.721152,68439.60081
17,441B,789765,HHEA,441B_HHEA,B,441B,"Gloucester gravelly fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,668,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,2033.033602,88579.0078
18,253A,789783,HHEA,253A_HHEA,A,253A,"Hinckley loamy sand, 0 to 3 percent slopes",Consociation,,864,,,,,,,Farmland of statewide importance,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,1425.907862,48365.46614
19,253B,789785,HHEA,253B_HHEA,B,253B,"Hinckley loamy sand, 3 to 8 percent slopes",Consociation,,5442,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,598.0960087,23482.50335
20,386C,789746,HHEA,386C_HHEA,C,386C,"Essex gravelly fine sandy loam, 8 to 15 percent slopes, very stony",Consociation,,658,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,848.9788285,31670.23856
21,255B,789923,HHEA,255B_HHEA,B,255B,"Windsor loamy sand, 3 to 8 percent slopes",Consociation,,1170,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,717.1152418,12797.61824
22,260B,789907,HHEA,260B_HHEA,B,260B,"Sudbury fine sandy loam, 3 to 8 percent slopes",Consociation,,586,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1419.803151,36943.83866
23,260A,789903,HHEA,260A_HHEA,A,260A,"Sudbury fine sandy loam, 0 to 3 percent slopes",Consociation,,1182,,,,,,,All areas are prime farmland,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,626.7966746,18974.55647
24,254B,789804,HHEA,254B_HHEA,B,254B,"Merrimac sandy loam, 3 to 8 percent slopes",Consociation,,1759,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,605.9812436,23587.15087
25,386C,789746,HHEA,386C_HHEA,C,386C,"Essex gravelly fine sandy loam, 8 to 15 percent slopes, very stony",Consociation,,658,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,818.7130116,38592.42044
26,51A,789909,HHEA,51A_HHEA,A,51A,"Swansea muck, 0 to 1 percent slopes",Consociation,,1764,,,,,,,Farmland of unique importance,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,1518.401523,71481.0442
27,315B,789876,HHEA,315B_HHEA,B,315B,"Scituate fine sandy loam, 3 to 8 percent slopes",Consociation,,1269,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,2629.112634,169789.3418
28,315B,789876,HHEA,315B_HHEA,B,315B,"Scituate fine sandy loam, 3 to 8 percent slopes",Consociation,,1269,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,2826.126218,132366.3499
29,254B,789804,HHEA,254B_HHEA,B,254B,"Merrimac sandy loam, 3 to 8 percent slopes",Consociation,,1759,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1333.322078,76335.10701
30,260A,789903,HHEA,260A_HHEA,A,260A,"Sudbury fine sandy loam, 0 to 3 percent slopes",Consociation,,1182,,,,,,,All areas are prime farmland,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,1031.473328,27404.69104
31,301B,789814,HHEA,301B_HHEA,B,301B,"Montauk fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,974,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,616.1717285,20371.97286
32,421C,789700,HHEA,421C_HHEA,C,421C,"Canton fine sandy loam, 8 to 15 percent slopes, very stony",Consociation,,645,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,1457.916527,108431.4643
33,421C,789700,HHEA,421C_HHEA,C,421C,"Canton fine sandy loam, 8 to 15 percent slopes, very stony",Consociation,,645,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,957.5237483,47537.94206
34,52A,789758,HHEA,52A_HHEA,A,52A,"Freetown muck, 0 to 1 percent slopes",Consociation,,3706,,,,,,,Farmland of unique importance,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,530.1772761,15247.98851
35,253B,789785,HHEA,253B_HHEA,B,253B,"Hinckley loamy sand, 3 to 8 percent slopes",Consociation,,5442,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1198.643101,60339.10767
36,316B,789884,HHEA,316B_HHEA,B,316B,"Scituate fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,2280,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1136.102197,54348.06026
37,253A,789783,HHEA,253A_HHEA,A,253A,"Hinckley loamy sand, 0 to 3 percent slopes",Consociation,,864,,,,,,,Farmland of statewide importance,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,427.3566785,11872.08382
38,254B,789804,HHEA,254B_HHEA,B,254B,"Merrimac sandy loam, 3 to 8 percent slopes",Consociation,,1759,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,4172.991833,242144.7589
39,52A,789758,HHEA,52A_HHEA,A,52A,"Freetown muck, 0 to 1 percent slopes",Consociation,,3706,,,,,,,Farmland of unique importance,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,691.7113723,27350.24704
40,260B,789907,HHEA,260B_HHEA,B,260B,"Sudbury fine sandy loam, 3 to 8 percent slopes",Consociation,,586,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1125.910755,33260.42767
41,255B,789923,HHEA,255B_HHEA,B,255B,"Windsor loamy sand, 3 to 8 percent slopes",Consociation,,1170,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,801.342313,40042.99214
42,316B,789884,HHEA,316B_HHEA,B,316B,"Scituate fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,2280,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,2045.540045,61552.90487
43,440B,789763,HHEA,440B_HHEA,B,440B,"Gloucester gravelly fine sandy loam, 3 to 8 percent slopes",Consociation,,263,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,366.6013849,8051.981823
44,421C,789700,HHEA,421C_HHEA,C,421C,"Canton fine sandy loam, 8 to 15 percent slopes, very stony",Consociation,,645,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,2444.24365,217060.0294
45,440B,789763,HHEA,440B_HHEA,B,440B,"Gloucester gravelly fine sandy loam, 3 to 8 percent slopes",Consociation,,263,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1701.879545,100306.8844
46,441C,789768,HHEA,441C_HHEA,C,441C,"Gloucester gravelly fine sandy loam, 8 to 15 percent slopes, very stony",Consociation,,557,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,801.5162325,36438.39125
47,51A,789909,HHEA,51A_HHEA,A,51A,"Swansea muck, 0 to 1 percent slopes",Consociation,,1764,,,,,,,Farmland of unique importance,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,659.0238189,15501.29387
48,52A,789758,HHEA,52A_HHEA,A,52A,"Freetown muck, 0 to 1 percent slopes",Consociation,,3706,,,,,,,Farmland of unique importance,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,708.2840637,23968.80139
49,301B,789814,HHEA,301B_HHEA,B,301B,"Montauk fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,974,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,3982.440523,219910.8915
50,301C,789817,HHEA,301C_HHEA,C,301C,"Montauk fine sandy loam, 8 to 15 percent slopes, very stony",Consociation,,853,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,796.1618425,30017.44932
51,441C,789768,HHEA,441C_HHEA,C,441C,"Gloucester gravelly fine sandy loam, 8 to 15 percent slopes, very stony",Consociation,,557,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,1310.979767,65270.23597
52,316B,789884,HHEA,316B_HHEA,B,316B,"Scituate fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,2280,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,4985.058202,239205.4709
53,315B,789876,HHEA,315B_HHEA,B,315B,"Scituate fine sandy loam, 3 to 8 percent slopes",Consociation,,1269,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,503.8448736,9109.702437
54,254A,789799,HHEA,254A_HHEA,A,254A,"Merrimac sandy loam, 0 to 3 percent slopes",Consociation,,491,,,,,,,All areas are prime farmland,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,3067.835655,231989.0167
55,386B,789743,HHEA,386B_HHEA,B,386B,"Essex gravelly fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,908,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,771.138765,23939.93351
56,2A,789852,HHEA,2A_HHEA,A,2A,"Pootatuck fine sandy loam, 0 to 3 percent slopes",Consociation,,427,,,,,,,All areas are prime farmland,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,758.7889547,26810.43865
57,254B,789804,HHEA,254B_HHEA,B,254B,"Merrimac sandy loam, 3 to 8 percent slopes",Consociation,,1759,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1184.879139,54748.47068
58,255B,789923,HHEA,255B_HHEA,B,255B,"Windsor loamy sand, 3 to 8 percent slopes",Consociation,,1170,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,616.9930255,9793.519702
59,386C,789746,HHEA,386C_HHEA,C,386C,"Essex gravelly fine sandy loam, 8 to 15 percent slopes, very stony",Consociation,,658,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,2003.706203,109772.1944
60,254A,789799,HHEA,254A_HHEA,A,254A,"Merrimac sandy loam, 0 to 3 percent slopes",Consociation,,491,,,,,,,All areas are prime farmland,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,931.4443186,45960.42055
61,253B,789785,HHEA,253B_HHEA,B,253B,"Hinckley loamy sand, 3 to 8 percent slopes",Consociation,,5442,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1215.67568,34936.89629
62,305C,789830,HHEA,305C_HHEA,C,305C,"Paxton fine sandy loam, 8 to 15 percent slopes",Consociation,,420,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,1130.596401,53600.04249
63,254B,789804,HHEA,254B_HHEA,B,254B,"Merrimac sandy loam, 3 to 8 percent slopes",Consociation,,1759,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1057.794775,40329.98706
64,316B,789884,HHEA,316B_HHEA,B,316B,"Scituate fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,2280,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,609.2861618,22921.23695
65,421C,789700,HHEA,421C_HHEA,C,421C,"Canton fine sandy loam, 8 to 15 percent slopes, very stony",Consociation,,645,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,994.1092724,50959.95434
66,253B,789785,HHEA,253B_HHEA,B,253B,"Hinckley loamy sand, 3 to 8 percent slopes",Consociation,,5442,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1560.398743,46546.3545
67,52A,789758,HHEA,52A_HHEA,A,52A,"Freetown muck, 0 to 1 percent slopes",Consociation,,3706,,,,,,,Farmland of unique importance,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,791.6565424,27537.3693
68,316B,789884,HHEA,316B_HHEA,B,316B,"Scituate fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,2280,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1295.61585,70530.8931
69,316B,789884,HHEA,316B_HHEA,B,316B,"Scituate fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,2280,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,2750.235066,185658.5719
70,316B,789884,HHEA,316B_HHEA,B,316B,"Scituate fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,2280,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,644.1412647,24276.59082
71,311B,789931,HHEA,311B_HHEA,B,311B,"Woodbridge fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,432,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,970.1654411,12448.15632
72,306C,789834,HHEA,306C_HHEA,C,306C,"Paxton fine sandy loam, 8 to 15 percent slopes, very stony",Consociation,,509,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,2047.920616,77701.30018
73,260B,789907,HHEA,260B_HHEA,B,260B,"Sudbury fine sandy loam, 3 to 8 percent slopes",Consociation,,586,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,2328.222443,87645.89703
74,440B,789763,HHEA,440B_HHEA,B,440B,"Gloucester gravelly fine sandy loam, 3 to 8 percent slopes",Consociation,,263,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1166.180682,46207.91254
75,441C,789768,HHEA,441C_HHEA,C,441C,"Gloucester gravelly fine sandy loam, 8 to 15 percent slopes, very stony",Consociation,,557,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,1401.792499,82593.92877
76,253B,789785,HHEA,253B_HHEA,B,253B,"Hinckley loamy sand, 3 to 8 percent slopes",Consociation,,5442,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,684.9618857,16096.63627
77,385B,789741,HHEA,385B_HHEA,B,385B,"Essex gravelly fine sandy loam, 3 to 8 percent slopes",Consociation,,345,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,593.248063,20814.56724
78,301B,789814,HHEA,301B_HHEA,B,301B,"Montauk fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,974,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1916.835563,62173.63845
79,421B,789699,HHEA,421B_HHEA,B,421B,"Canton fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,1154,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,2595.72565,279942.5257
80,51A,789909,HHEA,51A_HHEA,A,51A,"Swansea muck, 0 to 1 percent slopes",Consociation,,1764,,,,,,,Farmland of unique importance,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,462.0659923,9103.629445
81,253A,789783,HHEA,253A_HHEA,A,253A,"Hinckley loamy sand, 0 to 3 percent slopes",Consociation,,864,,,,,,,Farmland of statewide importance,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,1336.413017,44800.44396
82,386B,789743,HHEA,386B_HHEA,B,386B,"Essex gravelly fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,908,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,2193.070934,105368.1884
83,316C,789887,HHEA,316C_HHEA,C,316C,"Scituate fine sandy loam, 8 to 15 percent slopes, very stony",Consociation,,368,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,1860.855177,88239.27248
84,421B,789699,HHEA,421B_HHEA,B,421B,"Canton fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,1154,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,769.0620772,25947.08443
85,386C,789746,HHEA,386C_HHEA,C,386C,"Essex gravelly fine sandy loam, 8 to 15 percent slopes, very stony",Consociation,,658,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,1280.389203,38329.11481
86,441B,789765,HHEA,441B_HHEA,B,441B,"Gloucester gravelly fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,668,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1464.770604,88304.6385
87,51A,789909,HHEA,51A_HHEA,A,51A,"Swansea muck, 0 to 1 percent slopes",Consociation,,1764,,,,,,,Farmland of unique importance,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,1075.638007,52087.80762
88,253B,789785,HHEA,253B_HHEA,B,253B,"Hinckley loamy sand, 3 to 8 percent slopes",Consociation,,5442,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1480.78116,61250.84363
89,51A,789909,HHEA,51A_HHEA,A,51A,"Swansea muck, 0 to 1 percent slopes",Consociation,,1764,,,,,,,Farmland of unique importance,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,544.2822233,18195.36329
90,2A,789852,HHEA,2A_HHEA,A,2A,"Pootatuck fine sandy loam, 0 to 3 percent slopes",Consociation,,427,,,,,,,All areas are prime farmland,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,1356.745235,36239.10102
91,260A,789903,HHEA,260A_HHEA,A,260A,"Sudbury fine sandy loam, 0 to 3 percent slopes",Consociation,,1182,,,,,,,All areas are prime farmland,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,1238.891145,43985.16628
92,421B,789699,HHEA,421B_HHEA,B,421B,"Canton fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,1154,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,2574.886348,158005.3763
93,301C,789817,HHEA,301C_HHEA,C,301C,"Montauk fine sandy loam, 8 to 15 percent slopes, very stony",Consociation,,853,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,564.3274872,16014.93087
94,315B,789876,HHEA,315B_HHEA,B,315B,"Scituate fine sandy loam, 3 to 8 percent slopes",Consociation,,1269,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,697.9321962,28259.1104
95,254B,789804,HHEA,254B_HHEA,B,254B,"Merrimac sandy loam, 3 to 8 percent slopes",Consociation,,1759,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1618.591392,41369.94898
96,51A,789909,HHEA,51A_HHEA,A,51A,"Swansea muck, 0 to 1 percent slopes",Consociation,,1764,,,,,,,Farmland of unique importance,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,826.7779291,37564.46853
97,254B,789804,HHEA,254B_HHEA,B,254B,"Merrimac sandy loam, 3 to 8 percent slopes",Consociation,,1759,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,2126.964889,99535.52469
98,51A,789909,HHEA,51A_HHEA,A,51A,"Swansea muck, 0 to 1 percent slopes",Consociation,,1764,,,,,,,Farmland of unique importance,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,944.1268733,48922.25251
99,311B,789931,HHEA,311B_HHEA,B,311B,"Woodbridge fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,432,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,3142.33603,150749.6814
100,305B,789828,HHEA,305B_HHEA,B,305B,"Paxton fine sandy loam, 3 to 8 percent slopes",Consociation,,346,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,959.772987,50519.93803
101,306C,789834,HHEA,306C_HHEA,C,306C,"Paxton fine sandy loam, 8 to 15 percent slopes, very stony",Consociation,,509,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,3508.700331,268605.9988
102,301C,789817,HHEA,301C_HHEA,C,301C,"Montauk fine sandy loam, 8 to 15 percent slopes, very stony",Consociation,,853,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,1615.813649,83936.88338
103,254B,789804,HHEA,254B_HHEA,B,254B,"Merrimac sandy loam, 3 to 8 percent slopes",Consociation,,1759,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1429.354799,103210.4984
104,421C,789700,HHEA,421C_HHEA,C,421C,"Canton fine sandy loam, 8 to 15 percent slopes, very stony",Consociation,,645,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,1713.241852,113331.874
105,260B,789907,HHEA,260B_HHEA,B,260B,"Sudbury fine sandy loam, 3 to 8 percent slopes",Consociation,,586,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1227.820727,32936.31297
106,301B,789814,HHEA,301B_HHEA,B,301B,"Montauk fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,974,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1352.188792,71545.88665
107,301C,789817,HHEA,301C_HHEA,C,301C,"Montauk fine sandy loam, 8 to 15 percent slopes, very stony",Consociation,,853,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,1561.398321,87798.40255
108,253A,789783,HHEA,253A_HHEA,A,253A,"Hinckley loamy sand, 0 to 3 percent slopes",Consociation,,864,,,,,,,Farmland of statewide importance,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,836.0187993,33542.8048
109,421C,789700,HHEA,421C_HHEA,C,421C,"Canton fine sandy loam, 8 to 15 percent slopes, very stony",Consociation,,645,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,1309.419354,107114.3826
110,316B,789884,HHEA,316B_HHEA,B,316B,"Scituate fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,2280,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,2750.311384,119863.9002
111,316B,789884,HHEA,316B_HHEA,B,316B,"Scituate fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,2280,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,684.4118133,26507.06974
112,300B,789812,HHEA,300B_HHEA,B,300B,"Montauk fine sandy loam, 3 to 8 percent slopes",Consociation,,269,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,946.6676771,27935.87012
113,421C,789700,HHEA,421C_HHEA,C,421C,"Canton fine sandy loam, 8 to 15 percent slopes, very stony",Consociation,,645,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,1126.211603,66281.23333
