OBJECTID,MUSYM,MUKEY,SS_AREA,MUSYM_AREA,SLOPE,musym_1,muname,mukind,mustatus,muacres,mapunitlfw_l,mapunitlfw_r,mapunitlfw_h,mapunitpfa_l,mapunitpfa_r,mapunitpfa_h,farmlndcl,muhelcl,muwathelcl,muwndhelcl,interpfocus,invesintens,iacornsr,nhiforsoigrp,nhspiagr,vtsepticsyscl,mucertstat,lkey,Shape_Length,Shape_Area
384,301B,789814,HHEA,301B_HHEA,B,301B,"Montauk fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,974,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1727.499612,77716.09584
385,253B,789785,HHEA,253B_HHEA,B,253B,"Hinckley loamy sand, 3 to 8 percent slopes",Consociation,,5442,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1169.691149,54274.32746
386,253A,789783,HHEA,253A_HHEA,A,253A,"Hinckley loamy sand, 0 to 3 percent slopes",Consociation,,864,,,,,,,Farmland of statewide importance,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,615.1888566,24556.44175
387,406B,789705,HHEA,406B_HHEA,B,406B,"Charlton fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,276,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1746.757552,105817.3077
388,256A,789738,HHEA,256A_HHEA,A,256A,Deerfield loamy fine sand,Consociation,,353,,,,,,,Farmland of statewide importance,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,2265.74531,138538.0491
389,254B,789804,HHEA,254B_HHEA,B,254B,"Merrimac sandy loam, 3 to 8 percent slopes",Consociation,,1759,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,836.6159268,38847.34814
390,301C,789817,HHEA,301C_HHEA,C,301C,"Montauk fine sandy loam, 8 to 15 percent slopes, very stony",Consociation,,853,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,844.8744348,33733.35966
391,254B,789804,HHEA,254B_HHEA,B,254B,"Merrimac sandy loam, 3 to 8 percent slopes",Consociation,,1759,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1513.85323,58578.33061
392,52A,789758,HHEA,52A_HHEA,A,52A,"Freetown muck, 0 to 1 percent slopes",Consociation,,3706,,,,,,,Farmland of unique importance,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,546.3047506,14557.98496
393,300B,789812,HHEA,300B_HHEA,B,300B,"Montauk fine sandy loam, 3 to 8 percent slopes",Consociation,,269,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,851.7550956,34405.21805
394,51A,789909,HHEA,51A_HHEA,A,51A,"Swansea muck, 0 to 1 percent slopes",Consociation,,1764,,,,,,,Farmland of unique importance,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,1383.064088,57478.32098
395,301B,789814,HHEA,301B_HHEA,B,301B,"Montauk fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,974,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1711.425688,133907.4533
396,441B,789765,HHEA,441B_HHEA,B,441B,"Gloucester gravelly fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,668,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,863.4802571,23594.13611
397,254B,789804,HHEA,254B_HHEA,B,254B,"Merrimac sandy loam, 3 to 8 percent slopes",Consociation,,1759,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1613.582444,88310.21903
398,441B,789765,HHEA,441B_HHEA,B,441B,"Gloucester gravelly fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,668,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,2046.794136,148389.7538
399,421B,789699,HHEA,421B_HHEA,B,421B,"Canton fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,1154,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1035.396384,52010.38106
400,301C,789817,HHEA,301C_HHEA,C,301C,"Montauk fine sandy loam, 8 to 15 percent slopes, very stony",Consociation,,853,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,1333.067699,94922.68332
401,421C,789700,HHEA,421C_HHEA,C,421C,"Canton fine sandy loam, 8 to 15 percent slopes, very stony",Consociation,,645,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,1499.316699,80962.04692
402,260B,789907,HHEA,260B_HHEA,B,260B,"Sudbury fine sandy loam, 3 to 8 percent slopes",Consociation,,586,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1316.063497,35575.43477
403,316B,789884,HHEA,316B_HHEA,B,316B,"Scituate fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,2280,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1189.227482,77073.76753
404,441B,789765,HHEA,441B_HHEA,B,441B,"Gloucester gravelly fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,668,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,746.2024419,35928.99308
405,301C,789817,HHEA,301C_HHEA,C,301C,"Montauk fine sandy loam, 8 to 15 percent slopes, very stony",Consociation,,853,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,1089.785128,37050.72922
406,254B,789804,HHEA,254B_HHEA,B,254B,"Merrimac sandy loam, 3 to 8 percent slopes",Consociation,,1759,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1896.582464,82603.51814
407,260B,789907,HHEA,260B_HHEA,B,260B,"Sudbury fine sandy loam, 3 to 8 percent slopes",Consociation,,586,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,744.5874894,23413.63863
408,51A,789909,HHEA,51A_HHEA,A,51A,"Swansea muck, 0 to 1 percent slopes",Consociation,,1764,,,,,,,Farmland of unique importance,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,1434.137511,79037.31312
409,301B,789814,HHEA,301B_HHEA,B,301B,"Montauk fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,974,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,891.5289136,43982.26914
410,301B,789814,HHEA,301B_HHEA,B,301B,"Montauk fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,974,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,517.6013506,19446.31724
411,316B,789884,HHEA,316B_HHEA,B,316B,"Scituate fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,2280,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1472.53518,51644.49355
412,254B,789804,HHEA,254B_HHEA,B,254B,"Merrimac sandy loam, 3 to 8 percent slopes",Consociation,,1759,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,941.6132474,38198.62425
413,254B,789804,HHEA,254B_HHEA,B,254B,"Merrimac sandy loam, 3 to 8 percent slopes",Consociation,,1759,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,867.3323848,32369.58094
414,300B,789812,HHEA,300B_HHEA,B,300B,"Montauk fine sandy loam, 3 to 8 percent slopes",Consociation,,269,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,617.3041881,21905.26208
415,253B,789785,HHEA,253B_HHEA,B,253B,"Hinckley loamy sand, 3 to 8 percent slopes",Consociation,,5442,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1451.775652,87156.73235
416,421B,789699,HHEA,421B_HHEA,B,421B,"Canton fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,1154,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,2962.698881,123584.7789
417,315C,789879,HHEA,315C_HHEA,C,315C,"Scituate fine sandy loam, 8 to 15 percent slopes",Consociation,,353,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,1446.7594,80871.21255
418,253B,789785,HHEA,253B_HHEA,B,253B,"Hinckley loamy sand, 3 to 8 percent slopes",Consociation,,5442,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,575.5398408,18393.08861
419,260A,789903,HHEA,260A_HHEA,A,260A,"Sudbury fine sandy loam, 0 to 3 percent slopes",Consociation,,1182,,,,,,,All areas are prime farmland,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,601.9319453,14596.50681
420,253B,789785,HHEA,253B_HHEA,B,253B,"Hinckley loamy sand, 3 to 8 percent slopes",Consociation,,5442,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,905.7245089,23417.44895
421,386C,789746,HHEA,386C_HHEA,C,386C,"Essex gravelly fine sandy loam, 8 to 15 percent slopes, very stony",Consociation,,658,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,846.7478833,40427.29124
422,253B,789785,HHEA,253B_HHEA,B,253B,"Hinckley loamy sand, 3 to 8 percent slopes",Consociation,,5442,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,5698.455662,403527.3373
423,386B,789743,HHEA,386B_HHEA,B,386B,"Essex gravelly fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,908,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,752.8856889,19009.45863
424,253B,789785,HHEA,253B_HHEA,B,253B,"Hinckley loamy sand, 3 to 8 percent slopes",Consociation,,5442,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,2077.836555,105135.4157
425,260A,789903,HHEA,260A_HHEA,A,260A,"Sudbury fine sandy loam, 0 to 3 percent slopes",Consociation,,1182,,,,,,,All areas are prime farmland,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,485.1676373,12915.02739
426,260A,789903,HHEA,260A_HHEA,A,260A,"Sudbury fine sandy loam, 0 to 3 percent slopes",Consociation,,1182,,,,,,,All areas are prime farmland,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,1206.514571,45034.21518
427,441C,789768,HHEA,441C_HHEA,C,441C,"Gloucester gravelly fine sandy loam, 8 to 15 percent slopes, very stony",Consociation,,557,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,836.459167,40069.35325
428,421B,789699,HHEA,421B_HHEA,B,421B,"Canton fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,1154,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1726.872872,136962.7236
429,386B,789743,HHEA,386B_HHEA,B,386B,"Essex gravelly fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,908,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,6387.463754,681423.9589
430,385B,789741,HHEA,385B_HHEA,B,385B,"Essex gravelly fine sandy loam, 3 to 8 percent slopes",Consociation,,345,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1536.537198,81906.73077
431,306C,789834,HHEA,306C_HHEA,C,306C,"Paxton fine sandy loam, 8 to 15 percent slopes, very stony",Consociation,,509,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,930.1727493,34172.03186
432,51A,789909,HHEA,51A_HHEA,A,51A,"Swansea muck, 0 to 1 percent slopes",Consociation,,1764,,,,,,,Farmland of unique importance,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,922.7907393,26957.35009
433,253A,789783,HHEA,253A_HHEA,A,253A,"Hinckley loamy sand, 0 to 3 percent slopes",Consociation,,864,,,,,,,Farmland of statewide importance,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,1326.188536,56384.75922
434,52A,789758,HHEA,52A_HHEA,A,52A,"Freetown muck, 0 to 1 percent slopes",Consociation,,3706,,,,,,,Farmland of unique importance,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,900.2920319,12766.26309
435,441C,789768,HHEA,441C_HHEA,C,441C,"Gloucester gravelly fine sandy loam, 8 to 15 percent slopes, very stony",Consociation,,557,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,1072.834943,48871.76969
436,300B,789812,HHEA,300B_HHEA,B,300B,"Montauk fine sandy loam, 3 to 8 percent slopes",Consociation,,269,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,671.4803519,27057.36453
437,253B,789785,HHEA,253B_HHEA,B,253B,"Hinckley loamy sand, 3 to 8 percent slopes",Consociation,,5442,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,5110.826709,337310.1146
438,52A,789758,HHEA,52A_HHEA,A,52A,"Freetown muck, 0 to 1 percent slopes",Consociation,,3706,,,,,,,Farmland of unique importance,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,700.0445528,22784.18877
439,52A,789758,HHEA,52A_HHEA,A,52A,"Freetown muck, 0 to 1 percent slopes",Consociation,,3706,,,,,,,Farmland of unique importance,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,1092.343065,29347.33022
440,256A,789738,HHEA,256A_HHEA,A,256A,Deerfield loamy fine sand,Consociation,,353,,,,,,,Farmland of statewide importance,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,1065.37616,40477.77949
441,255B,789923,HHEA,255B_HHEA,B,255B,"Windsor loamy sand, 3 to 8 percent slopes",Consociation,,1170,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,629.677843,16338.15424
442,255B,789923,HHEA,255B_HHEA,B,255B,"Windsor loamy sand, 3 to 8 percent slopes",Consociation,,1170,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,4652.215749,260324.7687
443,260B,789907,HHEA,260B_HHEA,B,260B,"Sudbury fine sandy loam, 3 to 8 percent slopes",Consociation,,586,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1025.506947,34225.52526
444,253B,789785,HHEA,253B_HHEA,B,253B,"Hinckley loamy sand, 3 to 8 percent slopes",Consociation,,5442,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,7549.214276,716131.0418
445,301C,789817,HHEA,301C_HHEA,C,301C,"Montauk fine sandy loam, 8 to 15 percent slopes, very stony",Consociation,,853,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,903.3327226,43100.45604
446,421B,789699,HHEA,421B_HHEA,B,421B,"Canton fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,1154,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1195.870926,57736.82109
447,386B,789743,HHEA,386B_HHEA,B,386B,"Essex gravelly fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,908,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,7410.33723,699024.9717
448,255B,789923,HHEA,255B_HHEA,B,255B,"Windsor loamy sand, 3 to 8 percent slopes",Consociation,,1170,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1631.892216,113202.7768
449,254A,789799,HHEA,254A_HHEA,A,254A,"Merrimac sandy loam, 0 to 3 percent slopes",Consociation,,491,,,,,,,All areas are prime farmland,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,3140.769222,89102.10454
450,260A,789903,HHEA,260A_HHEA,A,260A,"Sudbury fine sandy loam, 0 to 3 percent slopes",Consociation,,1182,,,,,,,All areas are prime farmland,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,2311.740735,101380.8468
451,51A,789909,HHEA,51A_HHEA,A,51A,"Swansea muck, 0 to 1 percent slopes",Consociation,,1764,,,,,,,Farmland of unique importance,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,1642.697566,61043.23681
452,316B,789884,HHEA,316B_HHEA,B,316B,"Scituate fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,2280,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1668.172952,89895.85639
453,254B,789804,HHEA,254B_HHEA,B,254B,"Merrimac sandy loam, 3 to 8 percent slopes",Consociation,,1759,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1807.769145,90722.75504
454,254B,789804,HHEA,254B_HHEA,B,254B,"Merrimac sandy loam, 3 to 8 percent slopes",Consociation,,1759,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,2067.989841,86731.7862
455,315B,789876,HHEA,315B_HHEA,B,315B,"Scituate fine sandy loam, 3 to 8 percent slopes",Consociation,,1269,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1961.924289,128745.5523
456,306B,789832,HHEA,306B_HHEA,B,306B,"Paxton fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,253,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,3012.235253,189219.2379
457,260A,789903,HHEA,260A_HHEA,A,260A,"Sudbury fine sandy loam, 0 to 3 percent slopes",Consociation,,1182,,,,,,,All areas are prime farmland,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,1197.49591,35026.93403
458,253A,789783,HHEA,253A_HHEA,A,253A,"Hinckley loamy sand, 0 to 3 percent slopes",Consociation,,864,,,,,,,Farmland of statewide importance,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,1090.171271,52468.22205
459,315C,789879,HHEA,315C_HHEA,C,315C,"Scituate fine sandy loam, 8 to 15 percent slopes",Consociation,,353,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,1002.427601,28542.1113
460,260B,789907,HHEA,260B_HHEA,B,260B,"Sudbury fine sandy loam, 3 to 8 percent slopes",Consociation,,586,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,802.6706606,31893.61295
461,301C,789817,HHEA,301C_HHEA,C,301C,"Montauk fine sandy loam, 8 to 15 percent slopes, very stony",Consociation,,853,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,1043.38244,57447.70445
462,51A,789909,HHEA,51A_HHEA,A,51A,"Swansea muck, 0 to 1 percent slopes",Consociation,,1764,,,,,,,Farmland of unique importance,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,3524.531147,135277.892
463,253B,789785,HHEA,253B_HHEA,B,253B,"Hinckley loamy sand, 3 to 8 percent slopes",Consociation,,5442,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,3462.212869,233483.1926
464,52A,789758,HHEA,52A_HHEA,A,52A,"Freetown muck, 0 to 1 percent slopes",Consociation,,3706,,,,,,,Farmland of unique importance,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,792.6386682,36853.0805
465,316B,789884,HHEA,316B_HHEA,B,316B,"Scituate fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,2280,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,2158.482739,135508.8691
466,52A,789758,HHEA,52A_HHEA,A,52A,"Freetown muck, 0 to 1 percent slopes",Consociation,,3706,,,,,,,Farmland of unique importance,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,1997.663068,223659.2537
467,254C,789809,HHEA,254C_HHEA,C,254C,"Merrimac sandy loam, 8 to 15 percent slopes",Consociation,,676,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,1243.805903,94581.45612
468,260B,789907,HHEA,260B_HHEA,B,260B,"Sudbury fine sandy loam, 3 to 8 percent slopes",Consociation,,586,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1133.872191,47587.71331
469,256A,789738,HHEA,256A_HHEA,A,256A,Deerfield loamy fine sand,Consociation,,353,,,,,,,Farmland of statewide importance,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,2314.239503,79304.7445
470,301B,789814,HHEA,301B_HHEA,B,301B,"Montauk fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,974,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1203.177444,85940.14256
471,260A,789903,HHEA,260A_HHEA,A,260A,"Sudbury fine sandy loam, 0 to 3 percent slopes",Consociation,,1182,,,,,,,All areas are prime farmland,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,235.7308208,2759.925869
472,301C,789817,HHEA,301C_HHEA,C,301C,"Montauk fine sandy loam, 8 to 15 percent slopes, very stony",Consociation,,853,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,2312.799607,167388.1505
473,52A,789758,HHEA,52A_HHEA,A,52A,"Freetown muck, 0 to 1 percent slopes",Consociation,,3706,,,,,,,Farmland of unique importance,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,872.8292054,44887.15506
474,300B,789812,HHEA,300B_HHEA,B,300B,"Montauk fine sandy loam, 3 to 8 percent slopes",Consociation,,269,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1086.159311,44290.92127
475,254B,789804,HHEA,254B_HHEA,B,254B,"Merrimac sandy loam, 3 to 8 percent slopes",Consociation,,1759,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1160.398996,37062.58437
476,254B,789804,HHEA,254B_HHEA,B,254B,"Merrimac sandy loam, 3 to 8 percent slopes",Consociation,,1759,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,2630.147052,101309.049
477,254B,789804,HHEA,254B_HHEA,B,254B,"Merrimac sandy loam, 3 to 8 percent slopes",Consociation,,1759,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1438.729261,61381.93088
478,300B,789812,HHEA,300B_HHEA,B,300B,"Montauk fine sandy loam, 3 to 8 percent slopes",Consociation,,269,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,851.3819574,34580.86532
479,51A,789909,HHEA,51A_HHEA,A,51A,"Swansea muck, 0 to 1 percent slopes",Consociation,,1764,,,,,,,Farmland of unique importance,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,804.1442785,35255.51275
480,315C,789879,HHEA,315C_HHEA,C,315C,"Scituate fine sandy loam, 8 to 15 percent slopes",Consociation,,353,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,604.0722426,20385.05957
481,254A,789799,HHEA,254A_HHEA,A,254A,"Merrimac sandy loam, 0 to 3 percent slopes",Consociation,,491,,,,,,,All areas are prime farmland,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,2029.613057,120059.7815
482,253B,789785,HHEA,253B_HHEA,B,253B,"Hinckley loamy sand, 3 to 8 percent slopes",Consociation,,5442,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1148.48679,59779.88585
483,254C,789809,HHEA,254C_HHEA,C,254C,"Merrimac sandy loam, 8 to 15 percent slopes",Consociation,,676,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,2184.131698,145742.8973
484,254B,789804,HHEA,254B_HHEA,B,254B,"Merrimac sandy loam, 3 to 8 percent slopes",Consociation,,1759,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1584.35222,65828.26545
485,253B,789785,HHEA,253B_HHEA,B,253B,"Hinckley loamy sand, 3 to 8 percent slopes",Consociation,,5442,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,2286.983002,185273.3346
486,254B,789804,HHEA,254B_HHEA,B,254B,"Merrimac sandy loam, 3 to 8 percent slopes",Consociation,,1759,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1864.14621,91218.536
487,52A,789758,HHEA,52A_HHEA,A,52A,"Freetown muck, 0 to 1 percent slopes",Consociation,,3706,,,,,,,Farmland of unique importance,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,1162.302922,55534.42919
488,254B,789804,HHEA,254B_HHEA,B,254B,"Merrimac sandy loam, 3 to 8 percent slopes",Consociation,,1759,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1208.991609,54586.98766
489,441B,789765,HHEA,441B_HHEA,B,441B,"Gloucester gravelly fine sandy loam, 3 to 8 percent slopes, very stony",Consociation,,668,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,4289.065508,199547.7638
490,253B,789785,HHEA,253B_HHEA,B,253B,"Hinckley loamy sand, 3 to 8 percent slopes",Consociation,,5442,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1253.758514,41619.9848
491,441C,789768,HHEA,441C_HHEA,C,441C,"Gloucester gravelly fine sandy loam, 8 to 15 percent slopes, very stony",Consociation,,557,,,,,,,Farmland of statewide importance,Not highly erodible land,Highly erodible land,,,,,,,,,12303,2524.674547,171377.6724
492,253B,789785,HHEA,253B_HHEA,B,253B,"Hinckley loamy sand, 3 to 8 percent slopes",Consociation,,5442,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,2320.277517,172943.4476
493,300B,789812,HHEA,300B_HHEA,B,300B,"Montauk fine sandy loam, 3 to 8 percent slopes",Consociation,,269,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1943.084115,111253.1688
494,52A,789758,HHEA,52A_HHEA,A,52A,"Freetown muck, 0 to 1 percent slopes",Consociation,,3706,,,,,,,Farmland of unique importance,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,9237.510123,767394.7711
495,253B,789785,HHEA,253B_HHEA,B,253B,"Hinckley loamy sand, 3 to 8 percent slopes",Consociation,,5442,,,,,,,Farmland of statewide importance,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,1259.313221,52102.9594
496,260B,789907,HHEA,260B_HHEA,B,260B,"Sudbury fine sandy loam, 3 to 8 percent slopes",Consociation,,586,,,,,,,All areas are prime farmland,Potentially highly erodible land,Potentially highly erodible land,,,,,,,,,12303,964.4592287,25726.1265
497,52A,789758,HHEA,52A_HHEA,A,52A,"Freetown muck, 0 to 1 percent slopes",Consociation,,3706,,,,,,,Farmland of unique importance,Not highly erodible land,Not highly erodible land,,,,,,,,,12303,831.9507268,24492.59977
